n,p,v,corpus
リフトバレー,を,歩く,TED
等,が,移動する,TED
少女,を,救う,TED
切除,から,救う,TED
少女,が,切除される,TED
慣例,を,作る,TED
ジープ,が,あれ,TED
少女,を,救う,TED
切除,から,救う,TED
お金,が,貰う,TED
達,を,保護出来る,TED
家,を,作る,TED
等,を,救う,TED
アグネス,に,ある,TED
関係,が,ある,TED
話,を,したい,TED
私,が,育つ,TED
生活,を,象徴する,TED
物,が,溢れる,TED
助け,に,来る,TED
空想,を,抱く,TED
常,に,抱く,TED
状況,が,悪化する,TED
彼,に,する,TED
電話,を,する,TED
鞄,に,詰める,TED
荷物,を,詰める,TED
アリゲーター,を,待つ,TED
助け,に,来る,TED
アリゲーター,が,現れる,TED
考え,が,保つ,TED
実際,に,保つ,TED
私,を,保つ,TED
準備,を,する,TED
地域社会,で,働き掛ける,TED
彼女,が,働き掛ける,TED
切除,を,止める,TED
全体,が,背く,TED
彼女,を,背く,TED
勇士,に,なり,TED
慣習,を,変える,TED
牛,が,ある,TED
価値,が,ある,TED
ベンツ,に,匹敵する,TED
人,が,持つ,TED
山羊,を,持つ,TED
アフリカ,で,終わる,TED
切除,が,終わる,TED
私達,と,挨拶する,TED
終わり,を,歌う,TED
共,に,誘導する,TED
小道,を,誘導する,TED
太陽,に,照らされる,TED
埃,が,舞う,TED
アリゲーター,が,現れる,TED
時間,を,かける,TED
形,で,現れる,TED
我々,が,思う,TED
物,を,齎す,TED
世界,に,齎す,TED
傷,が,癒される,TED
旅,で,学ぶ,TED
真実,を,語る,TED
自分,を,表現する,TED
中,に,存在する,TED
物,を,する,TED
経験,を,得られる,TED
こと,に,興奮する,TED
研究室,で,出来上がる,TED
物,を,かける,TED
目,に,かける,TED
最初,に,する,TED
此れ,を,する,TED
目,に,する,TED
人間,と,なる,TED
人,が,接する,TED
コンピューター,と,接する,TED
本当,に,変える,TED
物,に,なるです,TED
此処,に,ある,TED
幅,が,あっ,TED
センサー,を,備える,TED
ホワイトボード,に,ある,TED
1度,に,把握出来る,TED
同時,に,捉える,TED
点,を,捉える,TED
両手,が,使う,TED
指,を,動かす,TED
同時,に,動かす,TED
全部,を,使う,TED
達,が,研究する,TED
代,に,研究する,TED
低価格,で,作る,TED
点,を,する,TED
此れ,を,使う,TED
何,が,できるか,TED
上,に,作れるか,TED
インターフェース,を,作れるか,TED
両手,を,使う,TED
固まり,を,作る,TED
手,で,加える,TED
熱,を,加える,TED
指,を,使う,TED
インターフェース,が,なくなる,TED
ローゼンバーグ,が,作る,TED
此れ,に,乗せる,TED
こと,で,なり,TED
物,に,なり,TED
指,が,使う,TED
ユーザー,が,い,TED
方,を,弄る,TED
同時,に,弄る,TED
私,が,弄る,TED
所,を,弄る,TED
道具,を,イメージ出来る,TED
形,を,変えられる,TED
状態,で,固まる,TED
両手,を,使う,TED
写真,を,動かす,TED
指,を,使う,TED
写真,を,掴む,TED
自体,を,掴む,TED
箇所,を,押さえる,TED
所,を,掴む,TED
インターフェース,が,消失する,TED
通り,に,動く,TED
コンピューター,に,触る,TED
活動,で,使わせる,TED
人々,に,使わせる,TED
ウインドー,を,使わせる,TED
私達,が,接する,TED
コンピューター,に,接する,TED
キーボード,を,出す,TED
上,で,動かせる,TED
手,に,合う,TED
大きさ,を,変えられる,TED
デバイス,に,合わせない,TED
人,が,合わせない,TED
こと,が,起きるだけです,TED
テクノロジー,が,あり,TED
方,が,合わせるべきです,TED
人,に,合わせるべきです,TED
アプリ,で,作る,TED
ボール,を,作る,TED
動き,を,記録する,TED
指,を,使う,TED
分かる,に,思う,TED
式,に,なっ,TED
スケール,で,作り出す,TED
同時,に,作り出す,TED
此方,で,大きな,TED
場所,に,戻る,TED
こと,を,遣る,TED
こと,を,強調する,TED
データ,が,ある,TED
其れ,が,活用される,TED
こと,を,考える,TED
データ,を,掘り下げる,TED
アプリ,を,入れる,TED
御覧,に,入れる,TED
worldwind,で,作る,TED
NASA,が,作る,TED
NASA,が,集める,TED
データ,を,読み込む,TED
プラグイン,が,あり,TED
指,を,使う,TED
通り,に,動く,TED
本当,に,いかしてる,TED
画像,で,分かる,TED
植生,が,分かる,TED
此方,に,戻す,TED
インターフェース,を,使う,TED
ジェスチャー,で,傾ける,TED
私達,が,開発する,TED
指,を,置く,TED
軸,を,決める,TED
上下,に,傾ける,TED
場,で,思い付く,TED
インターフェース,を,使う,TED
時間,を,忘れる,TED
最後,に,なり,TED
此れ,を,使う,TED
アプリ,に,あり,TED
興味,が,あり,TED
曲線,を,描く,TED
指,を,使う,TED
同時,に,使う,TED
分かる,に,なるです,TED
指,を,使う,TED
数学,を,使う,TED
メッシュ,を,制御する,TED
点,を,使う,TED
メッシュ,を,操作する,TED
siggraph,で,発表される,TED
力,を,使う,TED
物,に,させる,TED
動き,を,させる,TED
人,が,期待する,TED
動き,を,させる,TED
分野,で,研究される,TED
人,が,遣る,TED
テクノロジー,に,取り組む,TED
数日間,で,できるか,TED
分野,で,できるか,TED
応用,が,できるか,TED
楽しみ,に,する,TED
有り,が,御座る,TED
コンファレンス,を,通す,TED
テーマ,を,取り上げる,TED
私,が,話したい,TED
こと,に,関わる,TED
何,が,起こる,TED
教育,に,あり,TED
関心,が,あり,TED
教育,に,ある,TED
関心,が,ある,TED
興味,が,ある,TED
貴方,が,してる,TED
仕事,を,してる,TED
関係,で,働く,TED
ディナーパーティー,に,行く,TED
顔,から,引く,TED
血の気,が,引く,TED
教育,に,あり,TED
関心,が,あり,TED
教育,に,ある,TED
関心,が,ある,TED
物,が,行く,TED
私達,を,運ぶ,TED
小学校,に,入学する,TED
年,に,迎える,TED
定年,を,迎える,TED
TED,に,集まる,TED
皆,が,納得する,TED
子供達,が,持つ,TED
彼女,を,見る,TED
力,を,発揮出来る,TED
中,に,発見する,TED
才能,を,発見する,TED
才能,を,持つ,TED
力,を,扱うべし,TED
私,が,言いたい,TED
私,が,生まれる,TED
話,を,する,TED
教室,に,通う,TED
方,で,描く,TED
絵,を,描く,TED
何,を,描く,TED
絵,を,描いてるの,TED
どこ,に,至る,TED
どこ,に,行く,TED
劇,を,遣る,TED
ストーリー,で,遣る,TED
ギブソン,が,遣る,TED
続編,を,遣る,TED
息子,が,遣る,TED
役,を,遣る,TED
会場,を,書く,TED
Tシャツ,を,着る,TED
友人,で,する,TED
本当,に,起こる,TED
後,で,聞く,TED
息子,に,聞く,TED
順番,を,入れ替える,TED
劇,で,乗せる,TED
頭,に,乗せる,TED
タオル,を,乗せる,TED
箱,を,置く,TED
少年,が,言う,TED
金,を,贈る,TED
ミルラ,を,贈る,TED
子,が,言う,TED
間違え,を,犯す,TED
こと,を,恐れる,TED
私達,が,作る,TED
教育,が,殺す,TED
創造性,を,殺す,TED
ストラットフォードオンエーボン,に,住む,TED
ロサンゼルス,に,引っ越す,TED
所,に,住む,TED
シェークスピア,に,い,TED
父親,が,い,TED
授業,を,受けてる,TED
シェークスピア,に,言う,TED
シェークスピア,に,言う,TED
鉛筆,を,置き為さる,TED
ロス,に,引っ越す,TED
こと,で,言いたい,TED
こと,が,あり,TED
娘,が,なり,TED
16,に,なり,TED
ロス,に,来たい,TED
記念日,を,迎える,TED
時間,が,あり,TED
他,に,いない,TED
其れ,を,聞く,TED
イギリス,を,離れる,TED
世界中,を,渡り歩く,TED
優劣,が,ある,TED
どこ,に,行く,TED
制度,が,ある,TED
順位,が,あり,TED
ダンス,を,教える,TED
体,を,持ってる,TED
ミーティング,に,行きそびれる,TED
子供,が,成長する,TED
段々,と,教育する,TED
エイリアン,が,遣る,TED
現場,に,遣る,TED
為,に,あるの,TED
教育,が,齎す,TED
結果,を,見る,TED
誰,が,受ける,TED
本当,に,受ける,TED
恩恵,を,受ける,TED
誰,が,遣る,TED
事,を,遣る,TED
所,を,持つ,TED
教授,を,生み出す,TED
愛情,から,言ってる,TED
教授,を,連れてく,TED
会議,に,連れてく,TED
男女,を,見る,TED
学者,を,育てる,TED
理由,が,ある,TED
全体,が,作り上げられる,TED
ニーズ,から,生まれる,TED
こと,から,決められる,TED
仕事,に,使えない,TED
会社,で,雇う,TED
制度,を,作る,TED
達,が,感じる,TED
才能,を,評価しないどころか,TED
烙印,を,押す,TED
人間,が,出る,TED
世界中,で,受ける,TED
教育,を,受ける,TED
社会,に,出る,TED
進歩,が,与える,TED
増大,に,与える,TED
影響,を,与える,TED
大学,を,卒業する,TED
仕事,が,見付かる,TED
其れ,を,選ぶ,TED
大学,を,卒業する,TED
ビデオゲーム,を,する,TED
家,へ,帰る,TED
インフレ,が,起こる,TED
根底,から,変わる,TED
制度,が,変わる,TED
こと,が,分かる,TED
視点,から,捉える,TED
働き,を,考える,TED
プレゼンテーション,から,分かる,TED
部分,に,区切られる,TED
アイデア,を,構築する,TED
左脳,に,繋がる,TED
神経,を,束ねる,TED
軸,が,あり,TED
脳梁,と,呼ばれる,TED
此処,に,いる,TED
結果,が,あり,TED
こと,に,あり,TED
他,に,あり,TED
こと,が,あり,TED
料理,を,する,TED
同時,に,する,TED
電話,で,話す,TED
子供,と,話す,TED
色,を,塗り替える,TED
心臓,を,開ける,TED
手術,を,する,TED
私,が,する,TED
料理,を,する,TED
ドア,を,閉める,TED
妻,が,入る,TED
途中,で,入る,TED
いら,と,する,TED
卵,を,焼く,TED
問い,を,知ってるです,TED
森,で,倒れる,TED
木,が,倒れる,TED
音,を,聞かない,TED
Tシャツ,を,見る,TED
才能,と,めぐり会うか,TED
人,に,インタビューする,TED
さん,が,知らない,TED
燐,と,言う,TED
ジリアン,と,する,TED
ランチ,を,する,TED
ダンサー,に,なっ,TED
両親,に,ある,TED
障害,が,ある,TED
ADHD,と,言われる,TED
専門家,に,行く,TED
相談,に,行く,TED
壁,に,囲まれる,TED
部屋,で,言われる,TED
隅,に,ある,TED
椅子,に,座る,TED
横,で,話す,TED
母親,に,向かう,TED
医者,が,来る,TED
所,に,来る,TED
話,が,したい,TED
部屋,を,出る,TED
際,に,入れる,TED
スイッチ,を,入れる,TED
此処,で,見る,TED
ジリアン,を,見る,TED
音楽,に,合わせる,TED
ジリアン,を,見守る,TED
母親,に,言う,TED
ジャズダンス,を,習う,TED
オーディション,に,受かる,TED
ソリスト,に,なり,TED
キャリア,を,築く,TED
其れ,から,卒業する,TED
バレー,を,卒業する,TED
カンパニー,を,設立する,TED
ミュージカル,を,手掛ける,TED
人,に,与える,TED
喜び,を,与える,TED
こと,を,考える,TED
ゴア,が,する,TED
カーソン,に,受ける,TED
感銘,を,受ける,TED
話,を,する,TED
概念,を,取り入れる,TED
可能性,を,持つ,TED
考え方,を,築き上げる,TED
地表,を,削ぐ,TED
石炭,を,取り出す,TED
私達,から,発掘する,TED
引用,が,あり,TED
仮,に,消え去る,TED
昆虫,が,消え去る,TED
地球,から,消え去る,TED
間,に,消滅する,TED
生き物,が,消滅する,TED
TED,が,称賛する,TED
天賦,を,活用するか,TED
シナリオ,を,回避する,TED
子供,を,ある,TED
私達,が,見る,TED
未来,を,見る,TED
未来,を,生きる,TED
子供達,が,作る,TED
未来,を,作る,TED
支え,と,なる,TED
向き,が,あっ,TED
方向,を,指す,TED
こと,を,納得する,TED
さん,に,納得する,TED
最初,に,あり,TED
人,から,あり,TED
連絡,が,あり,TED
話題,を,話す,TED
風刺漫画,が,世界規模,TED
暴動,を,世界規模,TED
鳥インフルエンザ,が,到達する,TED
ヨーロッパ,に,到達する,TED
ハマス,が,勝ち,TED
処置,が,引き起こされる,TED
話,を,する,TED
前,に,知る,TED
其れ,を,知る,TED
話,を,する,TED
こと,を,話す,TED
此処,で,する,TED
私,に,出来る,TED
話,を,する,TED
此処,で,する,TED
私,に,出来る,TED
話,を,する,TED
様,に,警告しない,TED
さん,を,する,TED
気,に,させる,TED
言葉,が,矛盾する,TED
其れ,が,提供出来る,TED
其れ,が,提供出来る,TED
其れ,が,提供出来る,TED
意味,で,持つ,TED
方向性,を,持つ,TED
議論,を,招く,TED
間,に,達する,TED
レベル,に,達する,TED
形態,に,なっ,TED
間,に,達する,TED
レベル,に,達する,TED
形態,に,なっ,TED
以前,から,持続する,TED
傾向,が,持続する,TED
以前,から,持続する,TED
傾向,が,持続する,TED
生物,に,なり,TED
生物,と,なり,TED
社会,を,作り出す,TED
時点,で,起こる,TED
つ,に,起こる,TED
こと,が,起こる,TED
進化,を,起こす,TED
軌道,に,乗る,TED
方,が,あるです,TED
用語,に,あるです,TED
世代,が,移りそう,TED
人,が,言う,TED
石,を,つける,TED
先,に,つける,TED
子供達,を,喜ばせる,TED
本当,に,喜ばせる,TED
兵器,が,開発される,TED
感銘,を,受ける,TED
此処,から,到達する,TED
冒頭,に,お話しする,TED
発生,に,戻す,TED
話,を,戻す,TED
災禍,を,起こらしめる,TED
災禍,を,起こらしめる,TED
最初,に,思い出す,TED
時間,が,掛かる,TED
真,に,形成するまで後,TED
組織,を,形成するまで後,TED
組織,を,持つ,TED
採集,を,する,TED
ベース,と,する,TED
村落,から,なる,TED
都市,が,生まれ始める,TED
段階,を,得る,TED
此処,に,及ぶ,TED
帝国,が,発生する,TED
境界,を,超越出来る,TED
帝国,を,結ぶ,TED
社会,が,存在する,TED
大陸,を,横断する,TED
形,で,存在する,TED
物,が,存在する,TED
国境,を,越える,TED
組織,が,存在する,TED
夜,に,撮る,TED
複雑性,が,増す,TED
物,に,言及する,TED
説明,を,する,TED
事前,に,読む,TED
敗者,が,いる,TED
関係,が,ある,TED
関係,が,なり得る,TED
関係,で,詰まる,TED
サム,に,なり,TED
側,に,いる,TED
貴方,と,する,TED
運命,を,する,TED
共,に,する,TED
協力,に,繋がる,TED
私,が,論じる,TED
進化,に,伴う,TED
技術,が,生まれ,TED
利点,を,利用する,TED
関与,を,促す,TED
人々,を,渡る,TED
領域,に,渡る,TED
此れ,を,受け入れる,TED
生産性,を,生かす,TED
都市,と,なる,TED
うち,に,繰り広げられる,TED
サムゲーム,が,繰り広げられる,TED
世界中,で,繰り広げられる,TED
様,が,買う,TED
車,を,買う,TED
時,に,考える,TED
人々,が,関与する,TED
大陸,が,関与する,TED
製造,に,関与する,TED
方,と,する,TED
ゲーム,を,する,TED
事,が,ある,TED
周囲,に,ある,TED
両得,を,考える,TED
存在,を,否定する,TED
理由,が,ある,TED
結果,を,予見する,TED
損,と,なる,TED
両得,と,なる,TED
私,を,驚かせる,TED
物,に,させる,TED
矢,が,ある,TED
時,が,たつ,TED
モラル,が,向上する,TED
メンバー,を,考える,TED
以下,と,考える,TED
革命,が,遣る,TED
確信,に,至る,TED
扱い,を,受ける,TED
進歩,が,あっ,TED
此処,に,居る,TED
扱い,を,受ける,TED
史,を,読む,TED
何,が,進歩する,TED
私,が,思う,TED
私,が,思う,TED
私,が,爆破する,TED
日本,を,爆破する,TED
こと,に,賛成しない,TED
理由,と,聞かれる,TED
私,が,爆破する,TED
日本,を,爆破する,TED
こと,に,賛成しない,TED
理由,と,聞かれる,TED
関係,が,あり,TED
富,が,ある,TED
自分,に,ある,TED
相関性,が,ある,TED
性,が,導かれる,TED
私,が,思う,TED
ビジネスクラス,に,乗る,TED
クラス,に,乗る,TED
達,が,乗る,TED
クラス,に,乗る,TED
達,が,意味する,TED
偏狭,を,意味する,TED
話,を,する,TED
ビジネスクラス,を,飛ぶ,TED
人々,と,する,TED
仕事,を,する,TED
人々,から,稼ぐ,TED
お金,を,稼ぐ,TED
本当,に,思う,TED
範疇,を,発展させる,TED
私達,を,導く,TED
其れ,が,推し進める,TED
私達,を,推し進める,TED
災禍,が,引き起こされる,TED
話,を,戻す,TED
疑問,に,思うです,TED
1,に,強調したい,TED
枠組み,に,当て嵌まる,TED
私,が,述べたい,TED
憎悪,を,感じる,TED
世界,が,なる,TED
時,が,たつ,TED
方向,で,なっ,TED
関係,を,伴う,TED
運命,が,起こりそう,TED
私,が,呼ぶ,TED
憎悪,が,現れるです,TED
形,で,現れるです,TED
私,が,思う,TED
暴力,が,引き起こし得る,TED
程度,が,なる,TED
私,が,思う,TED
暴力,が,引き起こし得る,TED
技術,が,ある,TED
技術,が,ある,TED
こと,が,あるか,TED
私,が,心配する,TED
ダイナミクス,が,陥れる,TED
我々,を,立たせる,TED
淵,に,立たせる,TED
スパイラル,に,陥れる,TED
ダイナミクス,が,陥れる,TED
我々,を,立たせる,TED
淵,に,立たせる,TED
スパイラル,に,陥れる,TED
私,が,恐れる,TED
行為,が,起きる,TED
私達,が,反応する,TED
憎悪,が,拡散する,TED
行為,が,引き起こされる,TED
故,に,ある,TED
本性,が,ある,TED
フィードバック,と,呼べるです,TED
言葉,を,使うべし,TED
最初,に,出来る,TED
話,を,する,TED
偏見,が,減らない,TED
一緒,に,遣る,TED
状況,を,見る,TED
他,に,見当たらない,TED
選択肢,が,見当たらない,TED
進化,が,おきない,TED
状況,が,訪れる,TED
量,を,減少させない,TED
状況,が,訪れる,TED
量,が,減少させない,TED
自分,を,擁護する,TED
利益,に,尽きる,TED
幸福,が,齎す,TED
私,に,齎す,TED
幸福,を,齎す,TED
幸福,を,願おうって,TED
其れ,が,寄与する,TED
発展,に,寄与する,TED
関係,が,あり,TED
人々,が,対応する,TED
私達,が,する,TED
必要,と,する,TED
発達,を,見る,TED
私達,が,する,TED
必要,と,する,TED
発達,を,見る,TED
進化,を,見る,TED
注目,を,得る,TED
相関,を,機能させる,TED
為,に,行動する,TED
本当,に,齎す,TED
効果,を,齎す,TED
一緒,に,する,TED
御題目,に,する,TED
最善,を,尽くす,TED
こと,を,言ってる,TED
此処,で,尽くす,TED
最善,を,尽くす,TED
革命,を,引き起こす,TED
人々,が,せず,TED
こと,を,せず,TED
達,が,いる,TED
所,から,始める,TED
子供,が,おる,TED
気,に,なっ,TED
人々,が,憎悪する,TED
こと,を,憎悪する,TED
何,を,する,TED
中,で,する,TED
こと,を,する,TED
見方,を,する,TED
人,が,する,TED
中,で,する,TED
こと,を,する,TED
見方,を,する,TED
等,が,する,TED
本当,に,理解する,TED
こと,が,達成する,TED
回復,を,達成する,TED
経験,を,結び付ける,TED
経験,に,結び付ける,TED
本当,に,理解する,TED
こと,が,起きる,TED
其れ,を,出来る,TED
さん,が,出来る,TED
基準,が,発展する,TED
人々,が,嫌う,TED
さん,を,嫌う,TED
其れ,を,受け入れたい,TED
国,を,なる,TED
私達,が,慣れず,TED
様,に,理解する,TED
こと,を,理解する,TED
等,が,憎む,TED
我々,を,憎む,TED
原因,を,理解する,TED
こと,を,理解したい,TED
嫌悪,が,収まる,TED
人間性,を,認める,TED
等,を,理解する,TED
行動,が,見る,TED
目,で,見る,TED
等,に,認めさせる,TED
一部,と,なる,TED
人々,が,い,TED
私自身,が,非難される,TED
夜前,に,非難される,TED
テレビ,で,非難される,TED
私,が,書く,TED
考え,に,沿う,TED
私,が,持つ,TED
其れ,を,言う,TED
コールター,に,すべきですよね,TED
行動,を,理解する,TED
共感,を,もたらし得る,TED
態度,を,取る,TED
状況,を,理解出来る,TED
故,に,できない,TED
最前線,で,取り組まず,TED
問題,に,取り組まず,TED
ダイナミクス,を,認識する,TED
こと,が,向かわせるです,TED
我々,を,向かわせるです,TED
レベル,に,向かわせるです,TED
レベル,を,保つ,TED
世界,を,救う,TED
中,で,見る,TED
言葉,を,見る,TED
魂,を,救う,TED
天国,へ,導く,TED
システム,を,救う,TED
国,を,救う,TED
規模,に,達する,TED
お知らせ,が,ある,TED
私,が,思う,TED
救世,に,される,TED
必要,と,される,TED
追求,を,行う,TED
規律,を,持つ,TED
物,と,なるです,TED
取り返し,が,つかない,TED
学生,に,する,TED
分間,で,話す,TED
TED,に,来る,TED
質問,を,する,TED
直後,に,来る,TED
TED,に,来る,TED
年間,で,する,TED
人,に,する,TED
インタビュー,を,する,TED
何,が,突き動かす,TED
メンバー,を,突き動かす,TED
自分,で,後押しし続ける,TED
母親,を,発明する,TED
母親,が,やらせる,TED
役,に,立つ,TED
役,に,立てる,TED
子供,が,なりたい,TED
長者,に,なりたい,TED
そこ,で,答える,TED
役,に,立つ,TED
役,に,立つ,TED
其れ,が,なれる,TED
大金持ち,に,なれる,TED
発想力,を,付ける,TED
身,に,付ける,TED
基本,を,やり続けるのみです,TED
つ,を,続ける,TED
本,を,書く,TED
作家,に,なるなんて,TED
人,が,読む,TED
箇月,に,売れる,TED
ペース,で,売れる,TED
枕,に,埋める,TED
顔,を,埋める,TED
意味,が,ある,TED
内,に,秘める,TED
願望,が,ある,TED
こと,を,信じる,TED
此の世,に,生まれる,TED
誕生,を,計画する,TED
親,に,なっ,TED
所,に,表れる,TED
此の世,に,存在する,TED
問い,に,答えられるでしょうか,TED
こと,を,言う,TED
達,に,出会う,TED
何,で,解決できない,TED
問題,を,解決できない,TED
問題,に,帰着する,TED
何,で,いる,TED
為,に,いる,TED
此処,に,いる,TED
どこ,へ,向かう,TED
前,に,伝えたい,TED
仕事,に,感謝する,TED
こと,を,伝えたい,TED
仕事,を,する,TED
変わり者,を,見る,TED
変わり者,が,いる,TED
宗教,が,独占する,TED
女性,が,来る,TED
紙,を,持つ,TED
何,が,見える,TED
紙,を,見る,TED
様,が,見える,TED
気,に,する,TED
年,で,なっ,TED
本,が,なっ,TED
世界中,で,なっ,TED
ベストセラー,に,なっ,TED
危機,に,陥る,TED
注目,を,浴びる,TED
教会,を,始める,TED
年,に,始める,TED
共,に,始める,TED
テレビ,に,出ない,TED
心,に,決める,TED
注目,を,得る事,TED
話,を,する,TED
世界観,を,持つ,TED
世界観,を,持つ,TED
人生,を,賭ける,TED
其れ,に,賭けるべし,TED
人生,を,賭ける,TED
価値観,を,持つ,TED
皆,が,賭ける,TED
人生,を,賭ける,TED
私,が,始める,TED
教会,を,始める,TED
本,を,書く,TED
間,に,なり,TED
ベストセラー,に,なり,TED
為,に,与えられる,TED
名声,が,与えられる,TED
一行,で,始まる,TED
本,が,なる,TED
本,に,なる,TED
世話,を,する,TED
地球,に,いる,TED
ショー,で,する,TED
議論,を,する,TED
人,が,する,TED
私,に,する,TED
質問,を,する,TED
何,で,する,TED
牧師,が,する,TED
人,に,聞く,TED
世界,を,する,TED
為,に,する,TED
責任,が,ある,TED
我々,に,ある,TED
役割,が,ある,TED
私達,に,ある,TED
地球,を,する,TED
為,に,する,TED
生物,が,する,TED
以上,に,する,TED
此処,で,表す,TED
彼,が,言う,TED
こと,が,表す,TED
世界観,を,表す,TED
行動,を,する,TED
責任,が,ある,TED
世界観,を,理解する,TED
人,が,考えない,TED
価値,を,判断する,TED
理由,で,信じる,TED
事,に,影響する,TED
何,を,信じるか,TED
行動,が,影響される,TED
人,に,なるか,TED
此れ,で,しようか,TED
何,を,しようか,TED
事,を,決める,TED
フォード,を,乗り続ける,TED
牧師,を,する,TED
教会,から,貰う,TED
給料,を,貰う,TED
分,を,合計する,TED
全額,を,返す,TED
私,が,する,TED
実際,に,会う,TED
為,に,務める,TED
牧師,を,務める,TED
人,に,会う,TED
人,を,知る,TED
お金,を,稼ぐ,TED
山,と,あり,TED
此処,に,到着する,TED
家,を,出る,TED
癌,に,罹る,TED
人生,を,全うする,TED
息,を,引き取る,TED
世界観,で,試される,TED
時,に,振舞うか,TED
葬式,に,出席する,TED
何,を,信じるか,TED
非営利団体,を,設立する,TED
問題,に,取り組む,TED
非営利団体,に,寄付する,TED
お金,を,寄付する,TED
私,が,呼ぶ,TED
私達,が,結婚する,TED
前,に,結婚する,TED
時,に,始める,TED
聖書,に,ある,TED
人,に,施し為さる,TED
此れ,を,始める,TED
寄付,を,増やす,TED
%,と,続ける,TED
寄付,を,する,TED
生活,を,支配する,TED
主義,を,遮断出来る,TED
もの,を,する,TED
手,に,する,TED
人,に,会う,TED
等,が,限る,TED
お金,が,する,TED
人,を,する,TED
達,が,なるです,TED
幸せ者,に,なるです,TED
自分,で,満足する,TED
もの,を,持つ,TED
善行,を,果たす,TED
人生,を,捧げる,TED
地位,から,得られる,TED
もの,を,持つ,TED
人,に,仕える,TED
こと,から,得る,TED
事,で,見付ける,TED
目的,を,見付ける,TED
意義,を,見付ける,TED
其れ,で,経つ,TED
寄付,を,経つ,TED
%,を,寄付する,TED
%,で,生活する,TED
人々,に,注目される,TED
中,で,する,TED
何,を,する,TED
ツアー,を,行う,TED
大陸,に,渡る,TED
聖書,を,開く,TED
中,に,あり,TED
影響力,を,求める,TED
箇所,が,あり,TED
祈り,を,読む,TED
祈り,を,する,TED
手,で,保護される,TED
孤児,が,保護される,TED
物,を,助ける,TED
身,を,守れず,TED
物,を,守り,TED
病人,を,看病する,TED
地,から,来する,TED
牢獄,に,いる,TED
助け,が,行く,TED
社会,に,される,TED
置き去り,に,される,TED
此れ,を,読む,TED
影響力,を,得る,TED
人,に,代わる,TED
声,を,上げる,TED
物,に,置かれる,TED
基準,が,置かれる,TED
影響力,を,持つ,TED
影響力,を,持たない,TED
為,に,上げる,TED
声,を,上げる,TED
最後,に,考える,TED
周り,に,いない,TED
達,が,いない,TED
つ,で,する,TED
牧師,を,する,TED
塀,で,囲まれる,TED
コミュニティー,が,あり,TED
科学者,が,い,TED
ホームレス,を,見る,TED
其れ,で,言うべきです,TED
等,を,持つ,TED
話,が,あり,TED
其れ,が,あっ,TED
本当,に,あっ,TED
モーゼ,が,出る,TED
表,に,出る,TED
藪,が,燃える,TED
モーゼ,に,言う,TED
御前,が,持つ,TED
手,に,持つ,TED
手,に,持つ,TED
羊飼い,が,使う,TED
其れ,を,捨て為さる,TED
其れ,を,捨てる,TED
蛇,に,なり,TED
其れ,を,拾い為さる,TED
其れ,を,拾う,TED
杖,に,なり,TED
此れ,を,聞く,TED
私,が,知る,TED
こと,が,あり,TED
1,に,起こす,TED
奇跡,を,起こす,TED
上,に,現れる,TED
神,が,出現する,TED
人前,に,現れる,TED
彼,を,愛する,TED
彼,が,暴露する,TED
正体,を,暴露する,TED
私,が,する,TED
方法,で,行う,TED
目的,で,起こす,TED
奇跡,を,起こす,TED
目,に,する,TED
貴方,に,する,TED
質問,を,する,TED
答え,を,知る,TED
為,に,質問する,TED
何,を,持つ,TED
こと,を,表す,TED
1,に,表す,TED
職業,を,象徴する,TED
羊,に,結び付く,TED
群れ,に,結び付く,TED
杖,で,する,TED
何,を,する,TED
其れ,を,使う,TED
羊,を,移動させる,TED
地点,へ,移動させる,TED
杖,を,使う,TED
エジプト,で,起こる,TED
杖,を,使う,TED
オールスターゲーム,で,NBAオールスターゲーム,TED
講演,を,NBAオールスターゲーム,TED
達,に,向かう,TED
本,に,従う,TED
キャンペーン,を,続ける,TED
等,に,たずねる,TED
手,に,持つ,TED
何,を,持つ,TED
何,を,持つ,TED
自己,を,表す,TED
収入,を,表す,TED
ボール,を,使う,TED
収入,を,得る,TED
影響力,を,表す,TED
NBA,で,競技する,TED
貴方,に,与える,TED
影響力,を,与える,TED
貴方,に,与えられる,TED
物,を,する,TED
何,を,する,TED
話,を,する,TED
此処,へ,来する,TED
さん,に,持つ,TED
中,に,持つ,TED
何,を,持つ,TED
貴方,が,与えられる,TED
物,を,使う,TED
何,を,する,TED
目的,を,持つ,TED
人々,が,結びつけられる,TED
こと,に,結びつけられる,TED
人生,で,なすべきか,TED
何,を,なすべきか,TED
シェープ,を,見詰める,TED
自分,に,結び付く,TED
物,を,知る,TED
貴方,に,結び付ける,TED
其れ,を,するべきです,TED
者,に,結び付けられる,TED
者,に,なり,TED
探検家,に,結び付けられる,TED
探検家,に,なり,TED
商売,を,する,TED
商売,を,する,TED
画,を,描く,TED
画,を,描く,TED
貴方,が,なっ,TED
自身,と,なっ,TED
神,が,微笑みかける,TED
孫,が,い,TED
そば,に,座る,TED
子供,が,眠る,TED
体,が,上がり下がりする,TED
呼吸,で,上がり下がりする,TED
子供,を,見る,TED
喜び,を,感じる,TED
貴方,が,する,TED
神,が,喜ぶ,TED
教会,に,行く,TED
人,を,助ける,TED
行い,を,する,TED
自身,に,なっ,TED
