n,p,v,corpus
双方向,で,送る,ted
音声,と,送る,ted
ビデオ,を,送る,ted
ブラウザ,から,ログイン出来る,ted
村,へ,出掛ける,ted
達,に,働き掛ける,ted
土地,で,立ち上げるだけ,ted
生活,を,立ち上げるだけ,ted
土地,で,立ち上げるだけ,ted
生活,を,立ち上げるだけ,ted
街,を,作り上げる,ted
こと,に,ある,ted
貯蔵庫,に,あるか,ted
何,が,あるか,ted
後,に,亡くなる,ted
原因,で,亡くなる,ted
親近感,を,感じる,ted
情熱,を,越える,ted
授業,を,取る,ted
お金,を,回収する,ted
彼,が,出る,ted
彼,が,来る,ted
商品,を,持つ,ted
照明,を,落とす,ted
プランクトン,が,入る,ted
中,で,守られる,ted
必要,と,する,ted
調査,を,重ねない,ted
失敗,に,終わる,ted
グラント,が,可視化する,ted
音波,を,可視化する,ted
世界,を,紹介する,ted
デザイン,を,創出する,ted
こと,を,学ぶ,ted
新皮質,を,発達させる,ted
人間,が,進化する,ted
ー,に,備えるべし,ted
仕事,が,ある,ted
信仰,と,苦しみ,ted
巣箱,が,消滅する,ted
巣箱,が,ある,ted
アメリカ,に,ある,ted
個,に,なる,ted
友人,と,ある,ted
状態,に,ある,ted
さん,に,抜け出す,ted
此れ,から,抜け出す,ted
方法,を,お教えする,ted
成果,が,見られる,ted
患者,を,治療する,ted
此れ,が,なるか,ted
治療,に,なるか,ted
目,が,見える,ted
アドバイス,を,する,ted
人々,から,貰う,ted
メール,を,貰う,ted
テクノロジー,を,使う,ted
其れ,を,思う,ted
疑問,に,思う,ted
家族,が,いない,ted
仮説,を,持つ,ted
ロープ,を,落とす,ted
何,を,する,ted
シャツ,を,目指す,ted
ボタン,が,つまめない,ted
其れ,と,ある,ted
関係,が,ある,ted
女子,に,劣る,ted
例,を,紹介する,ted
技術,を,利用する,ted
書籍,を,作り出す,ted
権力,を,持つ,ted
此れ,が,変わらない,ted
信者,に,教える,ted
そこ,で,安定する,ted
絶対,に,売れる,ted
試練,に,さらされるです,ted
変動,に,対処する,ted
市長,と,働く,ted
こと,を,お教えする,ted
朗報,を,お伝えしたい,ted
電車,に,乗る,ted
周り,を,見渡し,ted
連れ,に,付く,ted
気,が,付く,ted
年,で,見える,ted
女の子,で,座る,ted
隣り合わせ,に,座る,ted
足,を,凭せ掛ける,ted
膝,に,凭せ掛ける,ted
物,を,持つ,ted
結び目,を,作る,ted
片手,で,結ぶ,ted
左手,で,結ぶ,ted
速さ,で,結ぶ,ted
其れ,を,渡す,ted
男の子,に,渡す,ted
こと,を,する,ted
火星,に,送り込まれる,ted
有機物,を,発見する,ted
プロジェクト,が,生まれる,ted
観衆,に,繋がる,ted
子供,を,守り育む,ted
家庭,で,掛かる,ted
子供達,が,掛かる,ted
病気,に,掛かる,ted
内部,が,分かれる,ted
つ,に,分かれる,ted
皆,が,教える,ted
うち,に,与えられる,ted
甥,を,遣る,ted
学校,へ,遣る,ted
物,を,教える,ted
Facebook,が,登場する,ted
こと,が,ある,ted
物,から,なる,ted
負荷,を,低減させる,ted
人,が,持つ,ted
パワー,を,持つ,ted
グラフ,を,見る,ted
話,を,する,ted
ベンチ,を,持ち込む,ted
展示室,に,持ち込む,ted
ジョン,が,来る,ted
脇,に,来る,ted
トラック,に,任せる,ted
運,を,任せる,ted
際,を,走り続ける,ted
パーセント,に,近付く,ted
アルミホイル,を,曲げる,ted
状態,を,持続する,ted
側面,を,押す,ted
人糞,を,集める,ted
其れ,を,入れる,ted
室,に,入れる,ted
メタンガス,を,抽出する,ted
そこ,で,見合う,ted
挑戦,に,見合う,ted
中心,に,向かう,ted
誰,を,選出する,ted
人,が,上げる,ted
友人,を,上げる,ted
中心,に,近付く,ted
応援,に,戸惑う,ted
応援,に,戸惑う,ted
ハワード,が,する,ted
実験,を,する,ted
結果,を,する,ted
グラフ,に,する,ted
曲線,に,なる,ted
管,が,触らない,ted
声帯,に,触らない,ted
どっこ,に,行く,ted
行動,が,続く,ted
アフガニスタン,を,離れず,ted
皆,が,きする,ted
所,に,駆ける,ted
其れ,で,崩壊しそう,ted
全体,が,崩壊しそう,ted
気,が,付く,ted
中心地,に,なる,ted
bim,が,示す,ted
バランス,を,齎す,ted
こと,が,起こる,ted
将来,に,向ける,ted
前,に,座る,ted
アイデア,を,交換する,ted
祖母,に,愚痴る,ted
軍人,で,働く,ted
世紀,に,渡る,ted
分野,で,働く,ted
私,が,養う,ted
時,から,養う,ted
仕事,が,却下される,ted
生態学者,が,見る,ted
海,を,考える,ted
観点,から,見る,ted
物事,を,見る,ted
関係,を,見る,ted
要因,が,絡み合う,ted
此れ,から,見る,ted
要因,が,絡み合う,ted
此れ,から,見る,ted
揺らぎ,から,到達する,ted
構造,に,到達する,ted
必要,が,ある,ted
人,が,集まる,ted
聴衆,を,話す,ted
前,に,話す,ted
ガラス,と,違う,ted
能力,が,ある,ted
手当て,を,受ける,ted
手当て,を,受ける,ted
訓練,を,する,ted
反粒子,が,衝突する,ted
エネルギー,が,放出される,ted
方向,で,なる,ted
和,が,なる,ted
ゼロ,に,なる,ted
中,に,浮かび上がる,ted
年,を,取る,ted
上,で,行われる,ted
技,が,なる,ted
がん,に,投与する,ted
薬,を,投与する,ted
細胞,に,発揮する,ted
効力,を,発揮する,ted
体内,に,投与される,ted
疑問,を,披露する,ted
精神,が,発達する,ted
思考,が,進化する,ted
其れ,を,知る,ted
彗星,に,聞く,ted
名前,が,つけられる,ted
気,が,付くです,ted
リチャード,が,語る,ted
其れ,を,取り囲む,ted
此れ,で,学ぶ,ted
何,を,学ぶ,ted
プレーヤー,が,育む,ted
人格,を,育む,ted
中,に,掘る,ted
寝床,を,掘る,ted
分,で,操作する,ted
テレビ,を,操作する,ted
こと,に,気付く,ted
間,に,説明する,ted
肺,で,過ごす,ted
物質,が,濃縮される,ted
空気,を,吸う,ted
為,に,やりたい,ted
選手,が,微笑む,ted
ベース,に,予想出来る,ted
寿命,を,予想出来る,ted
こと,が,分かる,ted
そこ,に,研究する,ted
脳,を,研究する,ted
様相,が,変わる,ted
電力,が,得られる,ted
澱粉,に,ある,ted
粘性,が,ある,ted
湿気,を,吸収する,ted
上,に,上る,ted
実験,で,確認する,ted
群集,を,再現する,ted
以上,を,訪れる,ted
箇国,に,ある,ted
プログラム,が,ある,ted
雇用,に,関連する,ted
被害,を,受け易い,ted
イノベーション,を,通じる,ted
イノベーション,を,通じる,ted
創造性,を,殺す,ted
家,で,ある,ted
島,に,ある,ted
様子,を,確認出来る,ted
必要,と,される,ted
1,に,分かる,ted
分子,が,齎す,ted
脳,に,齎す,ted
競走,を,始めるです,ted
課題,を,解決する,ted
方法,を,忘れる,ted
解決,を,試みる,ted
治療,を,実現する,ted
ローコスト,で,実現する,ted
バイオマス,を,しない,ted
何,を,意味する,ted
ケース,が,ある,ted
過去,に,遡る,ted
場所,へ,戻る,ted
感覚,が,生じる,ted
こと,が,ある,ted
そこ,で,選ぶ,ted
.com,を,選ぶ,ted
お金,を,分ける,ted
こと,に,合意する,ted
私達,が,入る,ted
気,に,入る,ted
試合,に,使う,ted
時,に,乾く,ted
選手,に,乾く,ted
分,で,乾く,ted
手法,を,説明する,ted
予想,を,立てる,ted
パターン,を,察知する,ted
差,を,評価する,ted
生死,を,賭ける,ted
州,に,ある,ted
サンド,を,運ぶ,ted
パイプライン,で,突き抜ける,ted
部,を,突き抜ける,ted
アメリカ合衆国,が,使う,ted
燃料,を,使う,ted
契約,を,確保する,ted
アメリカ合衆国,が,使う,ted
燃料,を,使う,ted
契約,を,確保する,ted
未来,に,落とす,ted
影,を,落とす,ted
未来,に,落とす,ted
影,を,落とす,ted
母親,を,ケアする,ted
入れ歯,が,なる,ted
必要,と,なる,ted
玉蜀黍,を,食べる,ted
林檎,を,齧る,ted
ステーキ,を,食べる,ted
スティーブ,が,飛び付く,ted
巣,が,ある,ted
レイオパテス,で,撮影する,ted
ロアーク,が,撮影する,ted
メートル,で,撮影する,ted
リスク,を,避けたい,ted
耳,に,する,ted
精神,を,牽引する,ted
どこ,に,住みたいか,ted
どこ,に,住みたいか,ted
そこ,へ,引っ越す,ted
仕事,を,探す,ted
町,に,集まる,ted
軌道,が,入る,ted
上,に,入る,ted
惑星,が,横切る,ted
前,を,横切る,ted
こと,を,意味する,ted
謎,が,ある,ted
そこ,に,ある,ted
通り,に,する,ted
感じ,が,する,ted
私達,が,とり得る,ted
装置,を,する,ted
多重,に,する,ted
物,を,する,ted
装置,を,使う,ted
バス,を,撮影する,ted
国境,に,設置される,ted
機械,で,チェックする,ted
此方,に,ある,ted
例,が,ある,ted
時代,を,言い表す,ted
枠組み,を,築く,ted
精度,で,持つ,ted
周り,に,ある,ted
人,が,作る,ted
年,に,掲げられる,ted
英国人,が,入れ過ぎる,ted
ケトル,に,入れ過ぎる,ted
水,を,入れ過ぎる,ted
実際,に,起きる,ted
こと,が,分かる,ted
写真,が,ある,ted
人,が,死ぬ,ted
虐殺,で,無くなる,ted
人々,を,追悼する,ted
歳,に,なる,ted
番,に,なる,ted
研究,を,止める,ted
セラピスト,を,探す,ted
デザイン,を,施す,ted
ニュース,を,見る,ted
疑問,に,思うか,ted
議会,に,いる,ted
ヘゲモニー,を,捕らえる,ted
把握,を,創始する,ted
僕達,が,見る,ted
貧困,を,見る,ted
目,で,見る,ted
向こう,に,見る,ted
アフリカ,を,見る,ted
事,を,考え出す,ted
時期,に,なる,ted
時,に,気付く,ted
文化,に,気付く,ted
其れ,で,歩く,ted
ロビー,を,歩く,ted
バクテリア,が,感染する,ted
ウイルス,に,感染する,ted
損傷,に,使う,ted
幹細胞,を,使う,ted
試み,が,得る,ted
承諾,を,得る,ted
時間,が,掛かる,ted
獲物,を,見失わない,ted
経験,を,積む,ted
集団,で,しない,ted
狩り,を,しない,ted
此れ,を,聞く,ted
日,を,変更する,ted
私,が,減量する,ted
制限,を,する,ted
私,が,減量する,ted
制限,を,する,ted
経験,に,基づく,ted
経験,に,基づく,ted
達,で,持つ,ted
全て,に,持つ,ted
興味,を,持つ,ted
知識,を,渇望する,ted
手,を,上げる,ted
会場,で,乗られる,ted
年間,に,乗られる,ted
飛行機,に,乗られる,ted
医薬品,を,する,ted
彼方此方,が,下がる,ted
方,を,探す,ted
私,が,お話しする,ted
詩,に,ある,ted
一生,を,過ごす,ted
神,を,渇望する,ted
夜,に,引き裂かれる,ted
つ,に,引き裂かれる,ted
等,が,つける,ted
石油,に,つける,ted
目,を,つける,ted
前,に,いる,ted
カサブランカ,に,いる,ted
母親,に,出会う,ted
相互作用,を,見付ける,ted
方法,を,適用する,ted
此れ,が,見付ける,ted
相互作用,を,見付ける,ted
こと,を,示す,ted
人々,が,使う,ted
エネルギー,を,使う,ted
気,に,なる,ted
物,を,作りたい,ted
周り,を,見回す,ted
こと,が,起こる,ted
達,が,限られる,ted
音声,を,使う,ted
個性,に,合う,ted
実際,に,哀れむ,ted
スピーチ,で,哀れむ,ted
バランス,を,取る,ted
こと,で,する,ted
行い,を,する,ted
同時,に,保つ,ted
平和,を,保つ,ted
事,に,回復する,ted
物,に,ぶつかる,ted
バランス,を,回復する,ted
等,を,考える,ted
プロセス,に,利用する,ted
等,を,使う,ted
事,を,遣る,ted
カーリン,が,残す,ted
言葉,が,実現される,ted
自分,を,感じる,ted
無力,と,感じる,ted
運動,に,受ける,ted
感銘,を,受ける,ted
モーリー,が,作詞する,ted
声,で,歌い上げる,ted
モーリー,が,歌い上げる,ted
水,を,せず,ted
燃料,を,生み出す,ted
点,から,言う,ted
自然界,に,溢れる,ted
短パン,で,座る,ted
場面,が,刻印される,ted
ジャック,を,使う,ted
ゲーム,を,作る,ted
未来,を,見通す,ted
為,に,戦い抜く,ted
窓,で,齎す,ted
視界,を,齎す,ted
冷却,に,する,ted
エネルギー,を,する,ted
必要,と,する,ted
環境,に,応じる,ted
マテリアル,に,取り組む,ted
日除け,と,なる,ted
市民,に,なる,ted
パートナー,に,なる,ted
力,を,与える,ted
境目,が,見えるだけで,ted
レベル,で,見えるだけで,ted
所,に,ある,ted
賞,を,貰う,ted
日,に,行われる,ted
セッション,が,行われる,ted
色,に,塗られる,ted
持続可能性,が,意味する,ted
能力,を,意味する,ted
能力,を,表す,ted
偽造,が,浮かぶです,ted
頭,に,浮かぶです,ted
気,が,する,ted
間,を,触れない,ted
面,が,触れない,ted
ディスク,が,回転する,ted
周り,を,回転する,ted
ディスク,を,作り出す,ted
こと,が,お分かり頂く,ted
生命体,を,作る,ted
無限,と,言う,ted
器官,を,研究する,ted
こと,を,選ぶ,ted
嵐,と,歩む,ted
事,が,繋がる,ted
設立,に,繋がる,ted
輸送,と,並行する,ted
ローカルバス,を,取り除く,ted
図,から,取り除く,ted
私,が,育つ,ted
ナイジェリア,で,育つ,ted
ナイジェリア,と,言う,ted
儀礼,が,ある,ted
常,に,ある,ted
水,を,加熱する,ted
こと,と,似る,ted
温度,が,近付く,ted
沸点,に,近付く,ted
液体,が,なる,ted
状態,に,なる,ted
そこ,で,起こる,ted
気化,が,起こる,ted
歳,で,亡くなる,ted
神,と,向き合う,ted
覚悟,が,出来る,ted
廃棄物,を,軽減する,ted
人,を,助ける,ted
恐竜,が,絶滅する,ted
鯨,に,ある,ted
足,が,ある,ted
仲間,から,来る,ted
技,を,伝授する,ted
思い,を,巡らせる,ted
事,を,する,ted
題材,に,する,ted
人間,を,見せる,ted
腫瘍,が,なる,ted
緑色,に,なる,ted
用事,に,巻き込まれるな,ted
そこ,で,なる,ted
行き止まり,に,なる,ted
感想,を,聞かれる,ted
其れ,から,上げる,ted
チャック,を,上げる,ted
玄関,に,向かう,ted
等,が,変える,ted
世界,を,変える,ted
台頭,を,理解する,ted
両足,を,失う,ted
手術,を,すべきか,ted
どこ,を,する,ted
標的,に,する,ted
成果,に,基づく,ted
抑制,を,試みる,ted
病,で,抑制する,ted
箇所,を,抑制する,ted
ダイナミクス,を,調整する,ted
要素,を,組み合わせる,ted
プロトタイプ,を,作る,ted
センサー,が,内蔵される,ted
靴下,に,内蔵される,ted
足底,に,触れる,ted
光,が,ある,ted
ダンラップ,に,メールする,ted
代,に,上げる,ted
収奪,で,上げる,ted
利益,を,上げる,ted
企業,に,参入する,ted
%,を,解雇する,ted
此れ,を,掴む,ted
私,が,掴む,ted
ボート,に,乗せる,ted
形,に,削る,ted
風,が,吹くか,ted
医療費,を,見る,ted
プロジェクト,を,始める,ted
其れ,が,生み出す,ted
物質,を,生み出す,ted
実際,に,果たす,ted
役割,を,果たす,ted
自動,で,算出される,ted
スコア,で,使用する,ted
其々,から,受け継ぐ,ted
夜目,を,覚まさず,ted
窓,に,かける,ted
家,が,見える,ted
母親,が,決める,ted
人,が,歩く,ted
街,を,歩く,ted
人々,に,歩く,ted
地区,に,なる,ted
ヒーロー,が,登場する,ted
リスク,を,とれる,ted
先,に,ある,ted
原則,を,移す,ted
実行,に,移す,ted
若者,が,逮捕される,ted
設備,を,阻止する,ted
山頂,で,戦う,ted
為,に,戦う,ted
此れ,が,なる,ted
基本,と,なる,ted
次,に,説明する,ted
物語,が,合う,ted
時代,に,合う,ted
形,を,変える,ted
人々,に,語り継がれる,ted
自然法則,に,従わない,ted
レベル,で,把握出来る,ted
潜水艇,で,潜る,ted
機会,が,ある,ted
イエス,と,言う,ted
機会,を,捉える,ted
明かり,を,消す,ted
此れ,を,理解したい,ted
ランドルフ,に,話し掛ける,ted
皆,が,いられる,ted
御自身,が,なる,ted
所,で,なる,ted
インスピレーション,と,なる,ted
結果,を,する,ted
前,に,ある,ted
TV,に,出演する,ted
最初,に,出演する,ted
ガレージ,から,始まる,ted
そこ,から,上がる,ted
集会,を,する,ted
場所,に,向かう,ted
警官,が,待機する,ted
集会,を,する,ted
場所,に,向かう,ted
警官,が,待機する,ted
此れ,を,理解する,ted
将来,に,関わる,ted
阿片,に,勝つ,ted
勝負,が,出来る,ted
水路,が,つくられる,ted
車,で,運ぶ,ted
貨物,が,運ぶ,ted
そこ,で,発表する,ted
kickstarter,で,発表する,ted
プロジェクト,を,発表する,ted
そこ,で,発表する,ted
kickstarter,で,発表する,ted
プロジェクト,を,発表する,ted
時間,で,集める,ted
資金,を,集める,ted
キット,を,作る,ted
お金,が,出来る,ted
力,を,尽くす,ted
松葉杖,を,つく,ted
妻,が,いる,ted
横,に,いる,ted
スピード,で,移動出来る,ted
問題,を,扱い易い,ted
都市,を,殺す,ted
科学者,が,制御する,ted
活動,を,制御する,ted
習慣,を,変える,ted
方法,を,する,ted
原型,と,なる,ted
バンデュラ,と,出会う,ted
カタルシス,を,覚える,ted
私,が,する,ted
目,に,する,ted
こと,を,記録する,ted
家,に,帰る,ted
エンジン,を,切る,ted
場所,が,知ってる,ted
時代,を,思い出す,ted
学校,で,飼う,ted
市場,が,変える,ted
性質,を,変える,ted
こと,を,理解する,ted
瞬間,に,評価する,ted
価値,を,評価する,ted
問題,を,議論する,ted
皆,で,議論する,ted
細胞,を,取り出す,ted
ケーキ,を,焼く,ted
位置,に,ある,ted
所,に,ある,ted
どこ,に,ある,ted
頭蓋骨,を,切り開く,ted
事,で,解明される,ted
ホーナー,が,解き明かす,ted
語り口,で,解き明かす,ted
事実,を,解き明かす,ted
話,を,する,ted
中,で,明かす,ted
秘密,を,明かす,ted
問題,を,考え直さない,ted
分野,で,働く,ted
人,に,向けられる,ted
話,に,なる,ted
展開,が,見られる,ted
其れ,に,頼む,ted
漫画,を,描く,ted
怒り,を,露わ,ted
アフリカ大陸,へ,戻る,ted
毎,に,増える,ted
倍,に,増える,ted
公海,を,守る,ted
うつ伏せ,で,寝転がる,ted
時代,に,つく,ted
肘,を,つく,ted
テレビ,を,見る,ted
受賞,に,値する,ted
発見,を,紹介する,ted
解釈,に,用いられる,ted
枠組み,を,紹介する,ted
解釈,に,用いられる,ted
枠組み,を,紹介する,ted
宇宙,が,入り交じる,ted
はち,が,作る,ted
人間関係,に,いる,ted
人,が,なる,ted
歳,に,なる,ted
コスト,を,削減する,ted
外観,を,与える,ted
産業,で,行われる,ted
光景,が,ある,ted
確信,を,持つ,ted
学生,が,デザインする,ted
テーマ,で,デザインする,ted
此れ,を,引っ張り出す,ted
後,に,引っ張り出す,ted
農場,に,引っ張り出す,ted
渡し板,を,下ろす,ted
鶏,が,成す,ted
群れ,を,成す,ted
上,を,暴走する,ted
糞,に,向かう,ted
旅行,から,帰る,ted
人,を,結び付ける,ted
他者,と,結び付ける,ted
ペース,で,栽培し料理する,ted
食べ物,を,栽培し料理する,ted
こと,で,成り立つ,ted
健康,を,得る,ted
メッセージ,で,成り立つ,ted
度胸,が,ある,ted
紙,を,印刷する,ted
印刷,が,成功する,ted
教会,が,西ヨーロッパ,ted
都市,で,印刷する,ted
状,を,印刷する,ted
消費,が,出来る,ted
年,を,考える,ted
戦略,から,逃れる,ted
進歩,が,遅れる,ted
後,に,設立する,ted
基金,を,設立する,ted
決定,が,ある,ted
活動家,に,渡す,ted
カメラ,を,渡す,ted
部門,を,作る,ted
提案,を,続ける,ted
私,が,書く,ted
考え,に,沿う,ted
私,が,持つ,ted
解決策,を,考える,ted
指,で,触る,ted
時,に,或る,ted
強さ,で,伝える,ted
力,を,伝える,ted
画面,に,伝える,ted
スタート地点,に,ある,ted
特性,が,する,ted
人,から,広がる,ted
人,へ,広がる,ted
クリスタキス,が,追跡する,ted
位置,が,気付かず,ted
うち,に,与えるか,ted
生活,に,与えるか,ted
影響,を,与えるか,ted
殆ど,で,起きる,ted
症状,が,起きる,ted
前,に,起きる,ted
月経,が,始まる,ted
翌週,に,消える,ted
精神,に,起こる,ted
変化,が,起こる,ted
メッセージ,を,する,ted
医療,で,使われる,ted
専門用語,を,切り捨てる,ted
映像,を,お見せする,ted
科学者,が,議論する,ted
真否,を,議論する,ted
大衆,が,思う,ted
子供,が,なる,ted
一員,に,なる,ted
望遠鏡,が,もたらされる,ted
惑星,が,発見される,ted
勝利,を,おさめる,ted
父,が,失う,ted
能力,を,失う,ted
父,が,愛する,ted
達,を,変わらず,ted
刑,に,服する,ted
ジョー,が,促進する,ted
体,を,訓練する,ted
リバビリ,で,訓練する,ted
結び付き,を,促進する,ted
こと,で,促進する,ted
結び付き,を,促進する,ted
こと,で,なる,ted
世間,と,向き合う,ted
写真,を,通す,ted
事,を,お見せしたい,ted
私,に,養わせる,ted
二人,を,養わせる,ted
社会,が,誇るべし,ted
社会,が,誇るべし,ted
此れ,が,行われる,ted
ニュルンベルク,で,行われる,ted
上,に,成り立つ,ted
ソフトウェア,を,操作する,ted
方法,を,学ぶ,ted
私,が,生まれる,ted
国,に,来する,ted
品位,と,呼ばれる,ted
ビデオ,を,合成する,ted
所,を,考える,ted
時間,が,掛かる,ted
此れ,が,願う,ted
事,を,願う,ted
其れ,が,許されない,ted
以上,で,行われる,ted
為,に,売る,ted
父親,が,売る,ted
娘,を,売る,ted
法律,で,禁じられる,ted
何,が,起きる,ted
物理学,に,応用されるなんて,ted
勉強,を,行う,ted
人,に,言われる,ted
気,に,しない,ted
雰囲気,が,ある,ted
大きさ,を,表す,ted
%,に,比べる,ted
データ,を,使う,ted
等,に,-,ted
作り,を,-,ted
注目,に,値する,ted
物,を,思い付く,ted
デザイン,を,思い付く,ted
刷新,で,節約する,ted
ルーブル,を,節約する,ted
拡大,を,推し進める,ted
部門,に,むける,ted
運動,に,取り組む,ted
員,が,配置される,ted
伐採,を,取り締まる,ted
中,を,訪れる,ted
うち,に,出会す,ted
現場,に,出会す,ted
iPhone,で,繋がる,ted
活動,に,繋がる,ted
此処,に,来るまで,ted
犬,に,くわえられる,ted
足,に,押される,ted
背中,を,押される,ted
宇宙,へ,押し出されるか,ted
上,に,向かう,ted
状況,で,払う,ted
注意,を,払う,ted
シャトル,が,湧く,ted
関門,を,クリアする,ted
徐々,に,湧く,ted
笑顔,が,湧く,ted
大人,に,なる,ted
デート,に,誘う,ted
リスク,を,取る,ted
習慣,が,つく,ted
身,に,つく,ted
オランダ,に,いる,ted
そこ,で,いる,ted
博士課程,に,いる,ted
気,に,ならさせる,ted
ドル,を,借りる,ted
銀行,から,借りる,ted
電話,を,購入する,ted
電話,を,使う,ted
皆,に,使う,ted
コモンズ,に,入る,ted
そこ,から,利用出来る,ted
充実感,を,得られる,ted
自分,を,変える,ted
時,が,語り掛ける,ted
絵,が,語り掛ける,ted
等,を,話す,ted
一緒,に,話す,ted
目的,で,行われる,ted
物,を,知りたい,ted
こと,が,分かる,ted
物,が,ある,ted
検証,に,なる,ted
ブラジル,を,含む,ted
政府,が,示す,ted
計画,に,示す,ted
関心,を,示す,ted
地面,に,叩きつけられる,ted
両足,が,なる,ted
意味,が,ある,ted
故郷,を,顧みる,ted
若者,が,いる,ted
若者,が,いる,ted
データ,を,送る,ted
プログラム,が,ある,ted
役,に,立つ,ted
リーダー,を,見る,ted
経験,を,語る,ted
達,に,向ける,ted
問い,を,投げ掛ける,ted
米国,で,購入出来る,ted
影響,を,及ぼす,ted
気,が,する,ted
役,を,演じる,ted
天才,が,失われる,ted
説明,を,出来る,ted
神,に,感じる,ted
自信,を,感じる,ted
アメリカ,で,投獄される,ted
役,を,果たす,ted
社会,が,直視し始める,ted
病気,を,治療する,ted
反応,を,示す,ted
モデル,を,構築する,ted
上,に,構築する,ted
実験,を,行う,ted
前,に,書き上げる事,ted
卒業論文,を,書き上げる事,ted
撮影,を,行う,ted
罅割れ,から,噴出する,ted
粒子,が,噴出する,ted
こと,を,発見する,ted
こと,が,分かる,ted
毎,に,統合される,ted
等,が,予測される,ted
此処,で,なる,ted
写真,から,始まる,ted
写真,を,提供する,ted
誌,に,提供する,ted
写真,に,受ける,ted
衝撃,を,受ける,ted
ウェブカム,を,オン,ted
バー,に,通う,ted
人,と,会う,ted
歴史,を,教える,ted
子供,に,教える,ted
物体,を,通り抜ける,ted
恩恵,を,受ける,ted
こと,に,する,ted
犠牲者,を,する,ted
食い物,に,する,ted
私,に,向き合えない,ted
人類,が,生む,ted
其れ,を,見る,ted
知識,が,依存し合う,ted
性,が,作用する,ted
我々,が,試みる,ted
考え,を,適用する,ted
症状,に,適用する,ted
言葉,で,表す,ted
インターネット,に,移る,ted
私達,が,伝える,ted
こと,を,伝える,ted
家,に,ある,ted
思考,と,捉える,ted
ニューヨーク,で,目指す,ted
銀行家,を,目指す,ted
事,を,伝える,ted
人,が,いる,ted
事,を,考える,ted
人,に,持たせる,ted
達,に,持たせる,ted
希望,を,持たせる,ted
クランク,を,回す,ted
方向,に,回す,ted
男性,が,行く,ted
前後,に,行く,ted
メカニズム,を,作り出す,ted
問題,に,苛まれる,ted
思い,を,する,ted
創作,を,行う,ted
電話,が,鳴る,ted
何,を,話す,ted
装置,を,使う,ted
我々,が,体験する,ted
実際,に,体験する,ted
スコット,が,直面する,ted
スコット,が,呼ぶ,ted
グライド,と,呼ぶ,ted
こと,で,減少する,ted
感染,が,減少する,ted
アイデア,を,集める,ted
事業,を,始める,ted
疾病,と,取り替える,ted
手,が,掛かる,ted
脳,を,見る,ted
ウェブ,を,繋ぐ,ted
潜水艇,に,乗る,ted
機会,が,ある,ted
星,に,住む,ted
誰,が,統治する,ted
達,を,統治する,ted
私,が,喋る,ted
画面,に,出る,ted
タイポグラフィー,を,加える,ted
コーチ,が,叫ぶ,ted
スピード,を,落とすな,ted
声,を,想像する,ted
意識,を,持つ,ted
者,が,実行するか,ted
処理,を,実行するか,ted
処理,を,する,ted
機器,を,持つか,ted
人々,を,襲う,ted
此処,に,ある,ted
未来,が,ある,ted
粒子,を,名付ける,ted
パートン,と,名付ける,ted
チューブ,から,取る,ted
食事,を,取る,ted
映画,に,する,ted
内容,に,なる,ted
月,に,公開される,ted
途絶,を,重ねる,ted
パンツ,を,脱ぐ,ted
基準,が,ある,ted
進化,に,根差す,ted
アリス,と,やっちゃう,ted
扉,が,開け放たれる,ted
壁,が,崩れる,ted
こと,を,意味する,ted
ギフト,を,取る,ted
惑星,を,持つ,ted
恒星,が,ある,ted
春,に,咲く,ted
サーフィン,で,乗る,ted
波,に,乗る,ted
化,と,呼ばれる,ted
プロセス,で,学ぶ,ted
人,が,学ぶ,ted
電話機,が,眠る,ted
引き出し,に,眠る,ted
能力,が,形成される,ted
同時,に,成長する,ted
時,に,ある,ted
能力,に,ある,ted
問題,が,ある,ted
場所,に,蓄積する,ted
富,が,蓄積する,ted
問題,が,ある,ted
観衆,に,与える,ted
前提,を,与える,ted
其れ,から,与える,ted
結論,を,与える,ted
其れ,を,受け入れない,ted
棟,で,会う,ted
彼,に,会う,ted
一存,で,招き入れる,ted
観客,を,招き入れる,ted
私,が,憤る,ted
此処,で,生まれる,ted
アイデア,が,生まれる,ted
人々,が,起こす,ted
糞,で,起こす,ted
火,を,起こす,ted
室内,で,吸う,ted
ガス,を,吸う,ted
窓,を,開ける,ted
代わり,に,通すり,ted
空気,が,通すり,ted
壁,を,通すり,ted
ウイルス,と,呼ぶ,ted
基質,が,囲む,ted
細胞,を,囲む,ted
細胞,に,与える,ted
情報,を,与える,ted
ケール,で,纏まり混成される,ted
此れ,が,聞かず,ted
上流,で,起こる,ted
態度,に,繋がる,ted
先々,で,なる,ted
女性,から,なる,ted
家事,を,助ける,ted
昇進,を,求める,ted
非営利団体,が,運営する,ted
チャンネル,を,録音し始める,ted
そこ,で,提供すべきか,ted
何,を,提供すべきか,ted
大きさ,に,着目する,ted
代,に,写される,ted
魚,を,見る,ted
其れ,に,付く,ted
気,が,付く,ted
消費,を,する,ted
活動,に,ある,ted
問題,が,ある,ted
局,から,得る,ted
資金,で,証明する,ted
都市部,に,住む,ted
街,で,暮らす,ted
プラスチック,を,付ける,ted
側面,に,付ける,ted
太陽光,で,暖まる,ted
気流,が,生まれる,ted
こと,に,乗る,ted
エコノミスト,に,乗る,ted
記事,が,乗る,ted
音,を,管理する,ted
